,price_tnd,Area,room,bathroom,state,latt,long,distance_to_capital,garage,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
1281,450000.0,180.0,2.0,2.0,2.0,36.8493,11.0918,101.328751226941,1,0,1,0,1,0,0,0,0,0
1282,349200.0,180.0,4.0,2.0,2.0,33.8122713102144,10.9869606093354,339.307952655374,0,0,0,0,0,0,0,1,0,0
1283,310000.0,180.0,3.0,2.0,1.0,33.8869,9.5375,327.765254316544,0,0,0,0,0,0,0,1,1,0
1284,310000.0,180.0,3.0,2.0,2.0,33.866667,10.85,329.885067333887,1,0,0,0,0,0,0,0,0,1
1285,95000.0,180.0,4.0,2.0,0.0,36.8493,11.0918,101.328751226941,0,0,0,0,0,0,0,0,0,0
1288,820000.0,177.0,5.0,3.0,1.0,36.40108,10.61457,65.4597220191691,0,0,1,0,1,0,0,0,1,1
1289,225000.0,177.0,3.0,1.0,1.0,36.7349004057384,9.18001518249517,111.636230925603,1,0,0,0,0,0,0,0,0,0
1290,225000.0,177.0,3.0,1.0,1.0,36.7349004057384,9.18001518249517,111.636230925603,1,0,0,0,0,0,0,0,0,0
1291,350000.0,175.0,4.0,2.0,2.0,33.883969733001,10.8473675012588,327.977500117978,1,0,0,0,0,0,0,1,0,1
1295,219000.0,170.0,3.0,1.0,1.0,36.45056,10.73505,72.8250683705131,0,0,0,0,0,0,0,0,0,0
1298,270000.0,165.0,3.0,1.0,1.0,36.78898,10.18348,1.93004994234137,1,0,0,0,0,0,0,0,0,0
1300,550000.0,164.0,3.0,2.0,1.0,36.896544,10.217961,10.6556323701042,1,0,0,0,0,0,0,0,1,1
1301,420000.0,162.0,3.0,3.0,1.0,36.8625,10.19556,6.32498837542227,1,0,0,0,0,1,0,1,1,1
1303,330000.0,160.0,5.0,4.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,0,0,0,1,1,1
1304,270000.0,160.0,2.0,1.0,2.0,36.78913,10.89554,79.4203286483924,1,0,0,0,0,0,0,1,0,0
1305,220000.0,160.0,2.0,1.0,1.0,36.40108,10.61457,65.4597220191691,0,0,0,0,0,0,0,1,0,0
1306,450000.0,150.0,5.0,1.0,0.0,36.7609,10.2736,11.3920349533352,0,0,0,0,0,0,0,0,0,0
1307,450000.0,150.0,6.0,1.0,0.0,36.7609,10.2736,11.3920349533352,0,0,0,0,0,0,0,0,0,0
1308,369000.0,150.0,5.0,2.0,1.0,36.7311,10.3277,18.230347164571,1,0,0,1,0,0,0,0,1,1
1309,250000.0,150.0,5.0,2.0,2.0,36.6938694,10.2622167,15.2468224381805,0,0,0,0,0,0,0,0,1,0
1310,250000.0,150.0,6.0,2.0,1.0,36.83017,10.13736,5.54992694975533,0,0,0,0,0,0,0,0,0,0
1311,190000.0,150.0,3.0,1.0,1.0,36.40108,10.61457,65.4597220191691,0,0,0,0,0,0,0,1,0,0
1314,250000.0,142.0,3.0,2.0,1.0,36.876389,10.325278,17.7221901283016,0,0,0,0,0,0,0,0,1,0
1316,365000.0,140.0,3.0,3.0,1.0,36.8625,10.19556,6.32498837542227,1,0,0,0,0,1,0,1,1,1
1317,320000.0,140.0,2.0,2.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,0,0,0,0,1,1
1318,160000.0,140.0,4.0,2.0,1.0,36.876389,10.325278,17.7221901283016,0,0,0,0,0,0,0,0,0,0
1320,285000.0,138.0,3.0,2.0,1.0,36.45056,10.73505,72.8250683705131,1,1,0,1,0,1,0,1,1,1
1321,340000.0,135.0,2.0,1.0,2.0,33.8092007940255,10.9901844702713,339.724695651933,1,0,0,0,0,0,0,1,0,0
1322,550000.0,133.0,2.0,2.0,2.0,36.833333,10.316667,15.3139811663917,1,1,0,0,0,1,0,1,1,1
1323,720000.0,130.0,2.0,2.0,1.0,36.40108,10.61457,65.4597220191691,1,1,1,0,0,1,0,1,1,1
1325,387000.0,127.0,2.0,1.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,0,0,0,1,0,0
1327,230000.0,120.0,3.0,2.0,1.0,33.8869,9.5375,327.765254316544,1,0,0,0,0,0,0,0,0,0
1328,180000.0,120.0,3.0,1.0,1.0,36.8493,11.0918,101.328751226941,0,0,0,0,0,0,0,0,0,0
1329,160000.0,120.0,4.0,2.0,1.0,37.1303,9.7506777,59.6022901500191,0,0,0,0,0,0,0,0,0,0
1333,250000.0,119.0,4.0,2.0,0.0,36.833333,10.316667,15.3139811663917,1,0,0,0,0,0,0,0,0,0
1335,750000.0,115.0,5.0,1.0,1.0,36.8941992,10.2762232,14.249053168265,0,0,0,0,0,0,0,0,1,1
1336,220000.0,114.0,6.0,2.0,1.0,36.77228,10.22122,5.79063571012456,1,0,0,1,0,0,1,1,0,1
1337,150000.0,110.0,3.0,1.0,1.0,36.713434,10.209552,10.6519988767836,0,0,0,0,0,1,0,0,0,0
1339,150000.0,105.0,4.0,2.0,1.0,35.869824,10.535237,109.746825462641,0,0,0,0,0,0,0,1,0,1
1341,350000.0,103.0,4.0,1.0,1.0,35.81433,10.63392,119.603210703078,0,0,0,0,0,0,0,0,0,0
1342,150000.0,100.0,4.0,2.0,1.0,37.1303,9.7506777,59.6022901500191,0,0,0,0,0,0,0,0,0,0
1344,180000.0,80.0,4.0,1.0,1.0,37.272,9.8708,61.5759176301761,1,0,0,0,0,0,0,0,0,0
1345,216000.0,77.0,5.0,2.0,1.0,36.7446501592098,10.1861225128173,6.78852636841952,0,0,0,0,0,0,0,0,0,1
1351,350000.0,505.0,3.0,3.0,2.0,34.44463,10.4141,259.68793030414,1,0,0,0,0,0,0,0,0,0
1352,1350000.0,17000.0,4.0,4.0,1.0,37.266667,9.866667,61.3547423350838,1,0,0,1,1,0,0,1,1,1
1353,3500000.0,13700.0,4.0,5.0,1.0,33.34318,10.49143,380.415654943961,0,0,0,0,0,0,0,1,1,1
1354,351000.0,10746.0,2.0,1.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,0,0,0,1,1,1
1355,2500000.0,10000.0,4.0,4.0,1.0,36.8240829,10.2243965,5.1433725350502,1,0,0,0,0,0,0,1,1,1
1356,1250000.0,6893.0,4.0,4.0,1.0,37.0075015,9.9465077,34.1622199026408,0,0,0,0,0,0,0,1,0,0
1357,1400000.0,6469.0,3.0,2.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,1,1,0,0,1,0,0
1358,1180000.0,6412.0,4.0,4.0,1.0,37.0075015,9.9465077,34.1622199026408,1,0,0,1,1,0,0,1,1,1
1359,890000.0,6000.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,1,1,0,0,1,1,1
1362,6000000.0,3600.0,4.0,3.0,1.0,36.888321419002,10.2741807288361,13.651814006997,1,0,0,0,1,0,0,1,1,1
1364,1500000.0,3000.0,3.0,1.0,1.0,36.40108,10.61457,65.4597220191691,1,0,1,0,1,0,0,1,1,1
1367,980000.0,2800.0,4.0,4.0,2.0,37.2628759057984,9.88421937579341,59.9146610630752,1,0,1,0,0,0,0,0,0,0
1368,800000.0,2552.0,3.0,5.0,2.0,36.9731037927434,11.0773804443359,101.267606510848,1,0,1,1,0,0,0,0,0,0
1369,2000000.0,2500.0,7.0,4.0,1.0,36.57724,10.34246,30.8152660477654,1,0,0,0,1,0,0,0,1,1
1370,2200000.0,2186.0,4.0,3.0,1.0,36.883333,10.25,11.3450822580238,1,0,0,0,1,0,0,1,1,1
1373,378790.0,1720.0,3.0,2.0,1.0,33.8123264630093,10.9868657847163,339.299404635688,1,0,1,0,0,0,0,1,0,1
1375,2350000.0,1700.0,4.0,3.0,1.0,36.883333,10.25,11.3450822580238,1,0,0,0,1,0,0,1,1,1
1376,950000.0,1680.0,5.0,2.0,1.0,36.763943,10.28607,12.5255127830913,1,0,0,0,0,0,0,0,1,0
1378,4200000.0,1500.0,4.0,3.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,1,0,0,0,0,0
1379,720000.0,1500.0,4.0,4.0,2.0,36.40108,10.61457,65.4597220191691,1,1,0,1,1,0,1,1,1,1
1380,720000.0,1500.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,1,1,0,0,1,0,0
1383,1425000.0,1426.0,4.0,3.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,0,0,0,1,1,1
1384,1100000.0,1420.0,24.0,6.0,2.0,36.8720171573945,10.2086035075253,7.7777800300314,1,0,0,0,0,0,0,0,0,0
1386,1400000.0,1400.0,4.0,3.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,0,0,0,1,1,1
1388,1700000.0,1326.0,5.0,2.0,0.0,36.6938694,10.2622167,15.2468224381805,1,0,0,0,0,0,0,0,0,0
1389,4000000.0,1311.0,5.0,4.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,1,0,0,1,1,1
1391,1100000.0,1300.0,2.0,3.0,1.0,36.68902,10.29964,18.3799491860473,0,0,0,0,1,0,0,0,1,1
1392,320000.0,1300.0,2.0,1.0,2.0,33.8075978,10.8451467,336.063533301856,1,0,0,1,0,0,0,1,0,0
1393,1150000.0,1287.0,4.0,3.0,1.0,36.954444,10.191389,16.228614774176,1,0,0,0,0,0,0,1,1,1
1394,800000.0,1280.0,4.0,2.0,0.0,36.896544,10.217961,10.6556323701042,1,0,0,0,1,0,0,1,1,1
1396,3800000.0,1200.0,4.0,4.0,1.0,36.876389,10.325278,17.7221901283016,1,1,0,0,1,0,0,1,1,1
1397,3750000.0,1200.0,4.0,3.0,1.0,36.917739,10.288893,17.051905570475,1,1,0,0,1,0,0,1,1,1
1398,2200000.0,1200.0,3.0,3.0,1.0,36.883333,10.25,11.3450822580238,1,0,0,0,1,0,0,1,1,1
1399,1900000.0,1200.0,4.0,3.0,1.0,36.883333,10.25,11.3450822580238,0,0,0,0,1,0,0,1,1,1
1401,1600000.0,1180.0,6.0,3.0,1.0,36.7311,10.3277,18.230347164571,1,0,0,1,0,0,1,1,1,1
1402,3200000.0,1100.0,5.0,4.0,1.0,36.8316382,10.1641474,3.36045988098661,1,0,0,0,0,0,0,0,0,0
1403,2500000.0,1100.0,4.0,2.0,1.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,1,1
1404,1800000.0,1100.0,5.0,5.0,1.0,36.40108,10.61457,65.4597220191691,1,1,0,0,1,0,0,1,1,1
1407,2300000.0,1039.0,4.0,4.0,1.0,36.9123286330993,10.310539416112,18.4384229228233,1,0,0,0,0,0,0,0,0,0
1408,209000.0,1030.0,2.0,1.0,2.0,33.866667,10.85,329.885067333887,0,0,0,0,0,0,0,0,0,0
1409,750000.0,1015.0,3.0,4.0,1.0,36.3408157317354,10.5186112902832,63.2449157438917,0,0,1,0,1,0,0,1,1,1
1410,1150000.0,1007.0,4.0,3.0,1.0,36.883333,10.25,11.3450822580238,0,0,0,0,0,0,0,1,1,1
1411,6000000.0,1000.0,4.0,3.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,1,0,0,1,1,1
1412,2400000.0,1000.0,4.0,3.0,1.0,36.883333,10.25,11.3450822580238,1,0,0,0,1,0,0,1,1,1
1413,2200000.0,1000.0,4.0,5.0,2.0,36.883333,10.25,11.3450822580238,1,1,0,0,1,0,0,1,1,1
1414,1200000.0,1000.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,1,0,1,1,1,0,0,1,0,1
1415,1100000.0,1000.0,5.0,3.0,2.0,33.8013554059361,10.9890686035155,340.519533040013,1,0,0,0,1,0,1,1,1,1
1416,1050000.0,1000.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,0,0,0
1417,955000.0,1000.0,4.0,4.0,2.0,36.4048104264063,10.5041917346191,56.7293495164309,0,0,1,1,1,0,1,1,0,1
1418,920000.0,1000.0,4.0,4.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,0,0,0
1419,920000.0,1000.0,4.0,1.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,1,1,0,0,1,1,1
1420,800000.0,1000.0,4.0,4.0,2.0,36.3955531131838,10.4796441577148,55.8566170265976,1,1,0,1,1,0,0,1,1,1
1421,765000.0,1000.0,4.0,3.0,0.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,0,0,1
1422,760000.0,1000.0,4.0,3.0,2.0,36.5769,10.8582,79.3219085228316,0,0,1,0,1,0,0,0,1,1
1423,650000.0,1000.0,3.0,3.0,1.0,33.4846697061892,11.108544921875,377.360251003032,0,0,1,0,0,0,0,0,0,0
1424,550000.0,1000.0,4.0,1.0,1.0,36.68902,10.29964,18.3799491860473,1,0,0,0,0,0,0,0,0,0
1425,550000.0,1000.0,3.0,1.0,1.0,36.40108,10.61457,65.4597220191691,0,0,1,1,0,0,0,1,0,0
1426,550000.0,1000.0,3.0,1.0,1.0,36.40108,10.61457,65.4597220191691,0,0,1,1,0,0,0,1,0,0
1427,350000.0,1000.0,4.0,1.0,1.0,33.866667,10.85,329.885067333887,1,0,0,1,0,0,0,1,0,0
1430,930000.0,950.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,1,1
1431,920000.0,950.0,4.0,4.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,1,1
1433,4050000.0,935.0,4.0,3.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,1,0,0,1,1,1
1434,1700000.0,930.0,4.0,2.0,1.0,36.845235,10.164723,4.6317218774898,0,0,0,0,0,0,0,1,1,1
1435,2500000.0,921.0,4.0,3.0,1.0,36.8625,10.19556,6.32498837542227,1,0,0,0,1,0,0,1,1,1
1436,2500000.0,921.0,4.0,3.0,1.0,36.8625,10.19556,6.32498837542227,1,0,0,0,1,0,0,1,1,1
1438,3000000.0,920.0,4.0,3.0,0.0,36.8316382,10.1641474,3.36045988098661,1,0,0,0,1,0,0,1,1,1
1439,1180000.0,913.0,4.0,2.0,0.0,35.79,10.56,118.882161995472,1,0,0,0,0,0,0,0,1,1
1440,995000.0,910.0,3.0,2.0,1.0,36.83017,10.13736,5.54992694975533,1,0,0,0,0,0,0,1,1,1
1441,3500000.0,900.0,3.0,3.0,2.0,35.8569,10.5972,113.681036216882,1,1,0,0,1,0,1,1,1,1
1442,3500000.0,900.0,3.0,3.0,2.0,35.8569,10.5972,113.681036216882,1,0,1,0,1,0,1,1,1,1
1443,920000.0,900.0,4.0,2.0,1.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,0,1,1
1444,860000.0,900.0,4.0,2.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,1,1,1
1449,1200000.0,898.0,4.0,2.0,1.0,35.8569,10.5972,113.681036216882,1,0,0,0,0,0,0,1,1,1
1450,950000.0,880.0,4.0,1.0,2.0,35.8569,10.5972,113.681036216882,1,0,0,0,0,0,0,1,1,0
1451,3000000.0,877.0,5.0,3.0,2.0,36.876389,10.325278,17.7221901283016,0,0,0,0,1,0,0,1,1,1
1452,1750000.0,870.0,3.0,3.0,1.0,32.9606,10.52763,422.433793894488,1,0,0,0,0,0,0,0,0,0
1453,1690000.0,870.0,5.0,3.0,1.0,36.845235,10.164723,4.6317218774898,1,0,0,0,1,0,0,0,0,0
1454,1450000.0,860.0,4.0,2.0,1.0,36.8625,10.19556,6.32498837542227,1,0,0,0,0,0,0,0,1,1
1455,1600000.0,853.0,4.0,3.0,2.0,36.419773,10.661894,68.1327730498967,1,1,1,1,1,0,1,1,1,1
1456,3000000.0,850.0,4.0,6.0,2.0,36.4279056528913,10.6871613671155,69.8251644068661,1,0,1,1,1,0,0,1,1,1
1457,2800000.0,850.0,4.0,2.0,1.0,36.8728186633326,10.4045855561523,25.8453231519849,1,0,0,0,0,0,0,0,1,0
1458,650000.0,850.0,4.0,4.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,1,1,1
1462,850000.0,845.0,6.0,3.0,2.0,34.8,10.78,229.260442632866,1,0,0,0,0,0,0,1,1,0
1464,3100000.0,840.0,4.0,5.0,1.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,0,0,0
1465,255000.0,830.0,3.0,2.0,2.0,36.952,8.7581,159.077297803572,1,0,0,1,0,0,0,1,0,1
1466,2900000.0,800.0,3.0,2.0,1.0,36.89648,10.3105,17.3980910096722,1,0,0,0,0,0,0,0,0,0
1467,920000.0,800.0,4.0,3.0,1.0,36.40108,10.61457,65.4597220191691,0,0,0,0,0,0,0,0,0,1
1468,550000.0,800.0,4.0,2.0,1.0,36.8493,11.0918,101.328751226941,1,0,1,0,0,0,0,0,0,0
1471,3200000.0,770.0,5.0,5.0,2.0,36.8941992,10.2762232,14.249053168265,1,0,0,0,1,0,0,0,1,1
1473,850000.0,760.0,4.0,2.0,1.0,36.40108,10.61457,65.4597220191691,0,1,0,0,0,0,0,0,0,0
1474,450000.0,760.0,4.0,2.0,1.0,33.34318,10.49143,380.415654943961,1,0,0,0,0,0,0,1,0,1
1475,850000.0,755.0,4.0,2.0,1.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,0,1,1
1476,5500000.0,750.0,5.0,3.0,2.0,36.876389,10.325278,17.7221901283016,0,0,0,0,0,0,0,0,0,0
1477,900000.0,750.0,4.0,3.0,2.0,36.409645897792,10.5095132373047,56.6991847114585,0,1,1,1,1,0,0,1,1,1
1478,850000.0,750.0,4.0,2.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,1,1,0,0,1,1,0
1480,785000.0,750.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,0,1
1481,780000.0,750.0,4.0,2.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,1,1,0,0,1,1,1
1482,650000.0,750.0,4.0,4.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,0,1
1483,650000.0,750.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,0,0,1,1,1,0,0,1,1,1
1484,650000.0,750.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,0,0
1486,1200000.0,745.0,4.0,4.0,1.0,36.88833,10.27417,13.6515294537323,0,0,0,0,1,0,0,1,1,1
1487,600000.0,735.0,4.0,2.0,1.0,35.87,10.57,111.167790931873,1,0,0,0,1,0,0,1,0,0
1488,1200000.0,730.0,4.0,3.0,1.0,36.40108,10.61457,65.4597220191691,0,1,0,0,1,0,0,1,1,1
1489,1200000.0,730.0,4.0,3.0,1.0,36.40108,10.61457,65.4597220191691,0,1,0,0,1,0,0,1,1,1
1490,950000.0,730.0,4.0,2.0,1.0,36.40108,10.61457,65.4597220191691,0,1,0,0,1,0,0,0,1,1
1492,1800000.0,720.0,4.0,2.0,1.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,1,1
1493,350000.0,720.0,6.0,1.0,1.0,36.763943,10.28607,12.5255127830913,0,0,0,0,0,0,0,0,0,0
1494,2800000.0,710.0,4.0,4.0,2.0,36.917739,10.288893,17.051905570475,1,0,0,0,1,0,0,1,1,0
1495,3200000.0,700.0,4.0,4.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,0,0,0,1,0,1
1496,1300000.0,700.0,4.0,4.0,2.0,36.845235,10.164723,4.6317218774898,1,1,0,1,1,0,0,1,1,1
1497,1200000.0,700.0,4.0,4.0,1.0,36.3821387477424,10.5472662783546,61.7144942245119,0,1,0,0,1,0,0,1,1,1
1498,1200000.0,700.0,4.0,2.0,1.0,36.40108,10.61457,65.4597220191691,0,1,0,0,1,0,1,0,1,1
1499,1200000.0,700.0,4.0,3.0,1.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,1,1,1
1500,750000.0,700.0,4.0,3.0,1.0,34.721388,10.715493,235.612659617335,0,0,0,0,0,0,0,1,1,1
1501,680000.0,700.0,4.0,1.0,1.0,35.8273,10.6339,118.316885677645,0,0,0,0,0,0,0,1,0,0
1502,455000.0,700.0,3.0,2.0,2.0,36.4044650240774,10.559123375244,60.8017132422459,0,0,0,0,1,0,0,1,0,1
1503,450000.0,700.0,3.0,2.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,1,1,1,0,1,0,0
1504,450000.0,700.0,2.0,1.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,1,1,0,0,1,0,0
1511,2000000.0,680.0,4.0,4.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,0,0,0,0,0,0
1512,670000.0,679.0,3.0,2.0,2.0,33.8075978,10.8451467,336.063533301856,1,0,0,0,1,0,0,1,1,1
1513,1400000.0,678.0,4.0,2.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,0,0
1514,2200000.0,675.0,7.0,6.0,0.0,36.845235,10.164723,4.6317218774898,1,0,0,0,0,0,0,1,1,0
1516,770000.0,668.0,3.0,2.0,1.0,35.87,10.57,111.167790931873,0,0,0,0,0,0,0,0,0,0
1517,420000.0,667.0,4.0,2.0,1.0,36.954444,10.191389,16.228614774176,1,0,0,0,0,0,0,0,1,1
1518,1650000.0,663.0,4.0,3.0,0.0,36.845235,10.164723,4.6317218774898,1,0,0,0,0,0,0,0,0,0
1520,2000000.0,654.0,5.0,3.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,1,0,0,1,1,1
1521,3200000.0,650.0,4.0,4.0,2.0,36.876389,10.325278,17.7221901283016,0,0,0,0,1,0,0,0,0,0
1522,1250000.0,650.0,4.0,3.0,1.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,1,1
1523,1080000.0,650.0,4.0,2.0,1.0,36.845235,10.164723,4.6317218774898,1,0,0,1,0,0,0,1,1,0
1524,750000.0,650.0,4.0,5.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,0,0,0
1527,1050000.0,645.0,4.0,2.0,0.0,36.8482637,10.1410889,6.40986136903085,1,0,0,0,0,0,0,0,0,0
1528,2100000.0,640.0,7.0,4.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,1,1,0,0,1,1,1
1529,4000000.0,635.0,3.0,2.0,2.0,36.876389,10.325278,17.7221901283016,1,0,0,0,1,0,0,1,1,1
1530,4200000.0,634.0,4.0,1.0,0.0,36.8471220552816,10.3339539154053,17.5251171509544,1,0,1,0,0,0,0,0,0,0
1531,1700000.0,630.0,5.0,3.0,1.0,35.8569,10.5972,113.681036216882,0,0,0,0,0,0,0,0,0,0
1532,1300000.0,630.0,4.0,1.0,1.0,35.844,10.618753,115.952440343795,0,0,0,0,0,0,0,1,1,1
1535,1100000.0,625.0,4.0,2.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,1,1,1
1536,880000.0,625.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,1,1,0,0,1,1,1
1538,2000000.0,620.0,4.0,3.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,1,0,0,1,1,1
1540,800000.0,616.0,4.0,2.0,1.0,35.862129,10.603714,113.455597510906,0,0,0,0,0,0,0,1,1,0
1543,2750000.0,600.0,4.0,4.0,1.0,36.876389,10.325278,17.7221901283016,1,0,0,0,1,0,0,1,1,1
1544,2700000.0,600.0,4.0,3.0,1.0,36.876389,10.325278,17.7221901283016,0,0,0,0,1,0,0,1,1,1
1545,2500000.0,600.0,5.0,4.0,2.0,36.8625,10.19556,6.32498837542227,1,0,0,0,1,0,0,0,1,1
1546,2300000.0,600.0,4.0,2.0,1.0,36.845235,10.164723,4.6317218774898,1,0,0,0,0,0,0,1,1,1
1547,2000000.0,600.0,3.0,2.0,1.0,36.917739,10.288893,17.051905570475,0,0,0,0,1,0,0,1,0,1
1548,2000000.0,600.0,4.0,4.0,1.0,36.8533886,10.2504908,9.2292545045686,1,0,0,0,1,1,0,1,1,1
1549,1450000.0,600.0,4.0,4.0,1.0,36.845235,10.164723,4.6317218774898,0,0,0,0,0,0,0,0,0,0
1550,1100000.0,600.0,4.0,5.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,1,1,0,0,1,1,1
1551,1100000.0,600.0,4.0,3.0,1.0,36.845235,10.164723,4.6317218774898,1,0,0,0,0,0,0,1,1,1
1552,1000000.0,600.0,4.0,3.0,2.0,35.72945,10.58333,125.990375149143,0,0,0,0,0,0,0,0,1,1
1553,880000.0,600.0,4.0,2.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,1,1,1
1554,810000.0,600.0,4.0,2.0,2.0,33.866667,10.85,329.885067333887,1,0,0,0,1,0,0,1,1,1
1555,650000.0,600.0,4.0,4.0,2.0,36.40108,10.61457,65.4597220191691,0,0,1,1,1,0,0,1,0,0
1556,545000.0,600.0,4.0,1.0,1.0,36.68902,10.29964,18.3799491860473,1,0,0,0,0,0,0,0,0,0
1557,360000.0,600.0,3.0,2.0,2.0,33.8143771583399,11.02756395015,340.285202659712,1,0,0,0,1,0,1,1,0,1
1558,350000.0,600.0,3.0,2.0,2.0,33.8039664,11.0400653,341.757988160383,0,0,0,0,0,0,0,0,0,0
1559,309200.0,600.0,3.0,2.0,2.0,33.8122289135496,10.9870706510088,339.31559482996,1,0,0,0,1,0,0,1,0,1
1562,1138000.0,599.0,4.0,1.0,0.0,36.8625,10.19556,6.32498837542227,1,0,0,0,0,0,0,0,0,0
1563,780000.0,590.0,4.0,4.0,1.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,1,0,0
1566,850000.0,580.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,0,0
1567,590000.0,580.0,4.0,2.0,1.0,36.40108,10.61457,65.4597220191691,1,1,1,1,0,0,0,0,0,0
1568,2000000.0,579.0,4.0,2.0,1.0,36.8941992,10.2762232,14.249053168265,1,0,0,0,1,0,0,1,1,1
1569,1600000.0,570.0,4.0,4.0,1.0,36.845235,10.164723,4.6317218774898,1,0,0,0,1,0,0,1,1,1
1570,1100000.0,570.0,4.0,1.0,1.0,36.883333,10.25,11.3450822580238,1,0,0,0,1,0,0,1,1,0
1571,1005000.0,570.0,4.0,3.0,2.0,36.876389,10.325278,17.7221901283016,1,1,0,0,1,0,0,1,1,1
1572,570000.0,569.0,4.0,3.0,1.0,36.954444,10.191389,16.228614774176,1,0,0,1,0,0,0,1,1,1
1573,1250000.0,565.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,1,1
1574,780000.0,563.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,1,1,1
1575,685000.0,562.0,5.0,1.0,1.0,35.8014603,10.5952003,119.160485214494,1,0,0,0,0,0,0,1,0,0
1576,1950000.0,560.0,4.0,4.0,2.0,36.896544,10.217961,10.6556323701037,1,0,0,0,1,0,0,1,1,1
1577,560000.0,560.0,4.0,3.0,1.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,0,0,0
1578,745000.0,556.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,0,1,1
1579,920000.0,554.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,0,1,1
1580,790000.0,554.0,4.0,2.0,2.0,36.40108,10.61457,65.4597220191691,1,0,0,0,1,0,0,1,1,1
1581,1600000.0,550.0,6.0,2.0,1.0,36.8891165,10.3222671,18.0754728009647,0,0,0,0,0,0,0,0,0,0
1582,750000.0,550.0,4.0,3.0,1.0,36.40108,10.61457,65.4597220191691,0,0,0,0,1,0,0,0,0,0
1583,650000.0,550.0,4.0,3.0,2.0,33.8039664,11.0400653,341.757988160383,0,0,1,1,1,0,0,1,1,1
